,model_name,params,validation_f1,test_f1,is_winning_variant
63,NMF,"{'n_factors': 30, 'n_epochs': 50, 'reg_pu': 0.02, 'reg_qi': 0.1}",0.7267501704385954,,False
64,NMF,"{'n_factors': 100, 'n_epochs': 100, 'reg_pu': 0.05, 'reg_qi': 0.1}",0.49872225023034267,,False
65,NMF,"{'n_factors': 30, 'n_epochs': 50, 'reg_pu': 0.05, 'reg_qi': 0.02}",0.7600977650112127,,False
66,NMF,"{'n_factors': 15, 'n_epochs': 100, 'reg_pu': 0.1, 'reg_qi': 0.02}",0.4898241488423564,,False
67,NMF,"{'n_factors': 100, 'n_epochs': 100, 'reg_pu': 0.02, 'reg_qi': 0.05}",0.7369978467350956,,False
68,NMF,"{'n_factors': 15, 'n_epochs': 100, 'reg_pu': 0.1, 'reg_qi': 0.05}",0.4860614724803431,,False
69,NMF,"{'n_factors': 15, 'n_epochs': 100, 'reg_pu': 0.05, 'reg_qi': 0.1}",0.5009637890678783,,False
70,NMF,"{'n_factors': 100, 'n_epochs': 100, 'reg_pu': 0.1, 'reg_qi': 0.02}",0.5995283760415029,,False
71,NMF,"{'n_factors': 30, 'n_epochs': 50, 'reg_pu': 0.1, 'reg_qi': 0.1}",0.5545836422041018,,False
72,NMF,"{'n_factors': 15, 'n_epochs': 50, 'reg_pu': 0.1, 'reg_qi': 0.02}",0.5244669607958262,,False
73,NMF,"{'n_factors': 100, 'n_epochs': 50, 'reg_pu': 0.02, 'reg_qi': 0.1}",0.8009646824200543,,False
74,NMF,"{'n_factors': 30, 'n_epochs': 100, 'reg_pu': 0.02, 'reg_qi': 0.02}",0.7229111879430258,,False
75,NMF,"{'n_factors': 100, 'n_epochs': 50, 'reg_pu': 0.1, 'reg_qi': 0.02}",0.7953075192199512,,False
76,NMF,"{'n_factors': 15, 'n_epochs': 100, 'reg_pu': 0.05, 'reg_qi': 0.02}",0.5163175675675675,,False
77,NMF,"{'n_factors': 100, 'n_epochs': 100, 'reg_pu': 0.1, 'reg_qi': 0.05}",0.48170107640727017,,False
78,NMF,"{'n_factors': 30, 'n_epochs': 50, 'reg_pu': 0.05, 'reg_qi': 0.05}",0.7067923749225793,,False
79,NMF,"{'n_factors': 15, 'n_epochs': 50, 'reg_pu': 0.02, 'reg_qi': 0.02}",0.5754846102428621,,False
80,NMF,"{'n_factors': 30, 'n_epochs': 100, 'reg_pu': 0.05, 'reg_qi': 0.05}",0.5394585780602652,,False
81,NMF,"{'n_factors': 100, 'n_epochs': 100, 'reg_pu': 0.02, 'reg_qi': 0.1}",0.633116439914456,,False
83,NMF,"{'n_factors': 100, 'n_epochs': 100, 'reg_pu': 0.02, 'reg_qi': 0.02}",0.801510334775573,,False
84,NMF,"{'n_factors': 100, 'n_epochs': 50, 'reg_pu': 0.05, 'reg_qi': 0.05}",0.7931312174324965,,False
